NAME,FIPS,avg_land_cover,YEAR
Keokuk,19107,74.82548374706917,2008
Winnebago,19189,77.92008315777899,2008
Kearny,20093,74.14079634727831,2008
Mitchell,20123,73.28945826136322,2008
Stanton,20187,76.50415205682106,2008
Anderson,21005,54.4899797400397,2008
Bullitt,21029,49.41163612800204,2008
Clark,21049,66.40456852861017,2008
Daviess,21059,64.81804451788321,2008
Elliott,21063,45.000702779077855,2008
Hardin,21093,56.699281853290366,2008
Harrison,21097,63.62119212130931,2008
Hopkins,21107,61.13216591051834,2008
Leslie,21131,40.723667423560975,2008
McCreary,21147,42.24541614946883,2008
Madison,21151,59.68755884647196,2008
Marion,21155,60.82269405500709,2008
Morgan,21175,45.45997685801359,2008
Autauga,01001,56.188331986994655,2008
Baldwin,01003,60.2169493011367,2008
Clarke,01025,55.600746416670155,2008
DeKalb,01049,57.23373963241194,2008
Fayette,01057,52.38682399604247,2008
Jefferson,01073,38.92751940525191,2008
Mobile,01097,55.21940467262637,2008
Montgomery,01101,61.22334053500311,2008
Wilcox,01131,58.0083690437299,2008
Fairbanks North Star,02090,,2008
Nome,02180,,2008
Southeast Fairbanks,02240,,2008
Apache,04001,49.51646601133068,2008
Gila,04007,47.87175091636455,2008
La Paz,04012,52.08304590348656,2008
Maricopa,04013,50.1605587095276,2008
Carroll,05015,55.53956581223001,2008
Clark,05019,53.35398746253243,2008
Conway,05029,58.233735422923765,2008
Jefferson,05069,67.1323246752901,2008
Lafayette,05073,58.34803899692324,2008
Mississippi,05093,77.40283582563323,2008
Phillips,05107,75.66093538492107,2008
Prairie,05117,74.8958147625972,2008
Sebastian,05131,52.72203834987338,2008
White,05145,65.93187910959361,2008
Butte,06007,57.02260184453097,2008
Calaveras,06009,49.9418383869796,2008
Colusa,06011,68.85646806616857,2008
El Dorado,06017,43.15082369720685,2008
Fresno,06019,60.72789291827642,2008
Humboldt,06023,45.29047676697842,2008
Lake,06033,48.19484805053141,2008
Los Angeles,06037,43.20206469204593,2008
Mendocino,06045,46.499230422034444,2008
Monterey,06053,59.878963104147694,2008
Santa Barbara,06083,55.79401537497076,2008
Sonoma,06097,50.989104430175274,2008
Yolo,06113,69.87110919286911,2008
Costilla,08023,51.221733917153706,2008
Eagle,08037,46.24722852273224,2008
Fremont,08043,49.543745056711735,2008
Hinsdale,08053,49.74691329393976,2008
Jackson,08057,54.06767798008809,2008
La Plata,08067,49.5016793530448,2008
Ouray,08091,45.06496407299613,2008
San Juan,08111,49.66626750044078,2008
New Haven,09009,36.66782232761562,2008
District of Columbia,11001,23.61032400506687,2008
Brevard,12009,55.48863266161559,2008
Columbia,12023,60.79046009594891,2008
Duval,12031,45.20919681091922,2008
Gilchrist,12041,64.12665016340189,2008
Gulf,12045,73.66654195151587,2008
Lee,12071,50.961608301922205,2008
Okeechobee,12093,70.8612531433443,2008
Osceola,12097,68.57968663953395,2008
Pinellas,12103,29.162047738387795,2008
Polk,12105,63.04616654323026,2008
Putnam,12107,52.64617426177926,2008
Suwannee,12121,59.80391647005673,2008
Taylor,12123,67.74861906064126,2008
Union,12125,61.9564265516095,2008
Appling,13001,65.98092401568097,2008
Baker,13007,65.73660175976886,2008
Brantley,13025,64.82742206030998,2008
Bryan,13029,61.94981189828762,2008
Chatham,13051,56.46718549150937,2008
Hall,13139,42.0876199788575,2008
Haralson,13143,47.36308856261518,2008
Houston,13153,55.87786796348759,2008
Mitchell,13205,66.40877449803746,2008
Montgomery,13209,63.528433889875366,2008
